orient,distractor,kappa,subject,resp,respRT,acc,traj
97,1,100,27,91,1.541368008,-6,14
83,1,100,27,77,2.094324112,-6,-60
66,0.15,50,27,68,1.224057913,2,36
103,1,50,27,106,1.177192926,3,24
11,0,5000,27,13,1.447259903,2,-10
76,0,100,27,75,1.600482941,-1,-72
23,1,5000,27,42,1.835510015,19,-46
137,0,5000,27,124,2.235610962,-13,34
35,1,100,27,50,1.68291688,15,-120
2,0.15,50,27,169,1.906317949,-13,144
161,1,50,27,166,0.741400957,5,14
64,1,50,27,78,1.776789904,14,14
82,0,100,27,80,1.212471008,-2,-70
24,1,100,27,156,2.306210995,-48,118
171,0.15,100,27,165,1.941501141,-6,132
86,1,50,27,73,2.541326046,-13,-56
49,0.15,5000,27,75,1.341440916,26,-16
54,1,100,27,72,2.341739893,18,64
171,0.15,100,27,155,2.40031004,-16,82
33,1,50,27,172,0.75365591,-41,72
146,0.15,5000,27,150,1.647383928,4,9
114,0.15,5000,27,119.5,2.341391087,5.5,18.5
29,0,50,27,35,2.035904884,6,-22
68,0.15,100,27,71,2.141354084,3,62
105,1,100,27,121,1.070816994,16,12
168,0,5000,27,4,1.176979065,16,-44
167,1,50,27,147,2.294631004,-20,60
34,1,5000,27,33,2.070759058,-1,-124
123,0,50,27,129,2.259404898,6,14
14,1,50,27,NaN,0,NaN,0
81,0,5000,27,64,2.459018946,-17,-28
141,0,100,27,135,1.059008121,-6,64
107,0,5000,27,107,1.83592391,0,64
62,0,100,27,45,2.13002491,-17,16
11,0.15,5000,27,30,0.882982016,19,-126
57,1,50,27,37,1.012005091,-20,-12
65,0,50,27,91,2.365308046,26,14
53,0.15,5000,27,57,1.882545948,4,-80
108,0,50,27,112,1.69443512,4,80
161,0,50,27,150,1.18889904,-11,68
103,1,50,27,81,2.529626846,-22,58
49,1,5000,27,65,2.000604868,16,-82
16,0.15,50,27,12,2.376913071,-4,-76
132,0,5000,27,118,1.306360006,-14,28
29,0.15,100,27,48,2.44729495,19,-122
28,0,50,27,45,1.094491959,17,20
50,0,50,27,48,1.224176168,-2,-104
5,1,100,27,142,2.423738956,-43,78
39,0,50,27,50,2.153141022,11,-100
2,0,5000,27,166,2.353152037,-16,128
87,0.15,5000,27,75,1.165030956,-12,42
35,0,5000,27,49,1.012482882,14,-80
37,1,100,27,63,2.412363052,26,-28
100,0.15,5000,27,62,2.35315609,-38,54
60,0,100,27,NaN,0,NaN,0
73,0,100,27,70,0.776930094,-3,-30
72,1,50,27,69,1.623734951,-3,-72
96,0.15,50,27,75,1.553177834,-21,-26
101,1,5000,27,109,2.541429043,8,52
1,1,50,27,3,1.941405058,2,-6
114,0,100,27,117,1.082687855,3,8
128,0,50,27,126,2.341763973,-2,78
74,1,100,27,77,1.377075911,3,-10
61,0.15,50,27,61,1.141450882,0,-96
147,0.15,5000,27,135,1.894315004,-12,20
154,1,100,27,147,1.353139877,-7,136
65,1,5000,27,68,1.317872047,3,-24
18,1,100,27,39,1.600563049,21,-32
109,1,5000,27,115,1.495071173,6,72
91,1,50,27,75,1.482582092,-16,46
24,1,50,27,40,1.471221924,16,-116
55,0.15,100,27,43,0.918235064,-12,-6
177,0.15,5000,27,165,1.129556894,-12,88
47,0,5000,27,47,1.835867167,0,-90
113,0,100,27,122,1.059126854,9,90
17,1,5000,27,26,1.717861891,9,-56
13,1,50,27,5,0.694430113,-8,-18
24,0,50,27,23,0.823789835,-1,-124
25,1,100,27,30,1.776690006,5,-58
127,1,50,27,122,1.40028286,-5,32
18,0.15,100,27,32,1.400589943,14,-138
18,0,100,27,33,0.635625839,15,8
91,0,100,27,88,1.882590055,-3,-64
28,0,5000,27,40,2.223968029,12,-24
1,0.15,100,27,12,2.177088976,11,-138
170,0,100,27,168,0.694782972,-2,130
156,0.15,50,27,157,0.671190023,1,124
24,0.15,100,27,39,1.623821974,15,-90
11,0.15,50,27,45,2.294676065,34,-46
35,1,50,27,48,1.000710011,13,40
149,0.15,50,27,131,2.082562208,-18,58
61,0.15,100,27,66,2.447516203,5,-34
22,0,50,27,55,2.094743013,33,-86
170,1,50,27,155,2.082785845,-15,54
27,0.15,100,27,45,0.85943985,18,-12
29,1,5000,27,45,1.800218105,16,36
170,0,5000,27,141,2.212371111,-29,32
79,0.15,5000,27,74,0.835773945,-5,26
21,0.15,50,27,47,2.506088018,26,-40
6,1,5000,27,29,1.388473988,23,-128
123,0.15,50,27,131,0.894449949,8,16
35,1,100,27,41,0.764965057,6,30
107,0.15,5000,27,130,0.776760101,23,38
101,1,5000,27,119,0.78846693,18,48
175,0,100,27,161,1.753258944,-14,118
114,0.15,5000,27,127,1.459277868,13,98
127,0,50,27,134,2.247278929,7,-22
6,1,5000,27,31,0.965334892,25,-18
82,0.15,50,27,67,1.635414124,-15,-10
34,1,50,27,51,1.988593102,17,-86
86,0.15,5000,27,78,1.377011061,-8,46
77,1,5000,27,NaN,2.153447866,NaN,0
96,0.15,100,27,75,1.811970949,-21,52
58,0.15,50,27,69,1.000218868,11,-78
22,1,100,27,34,2.55311799,12,-54
135,1,50,27,116,2.424098969,-19,26
27,0,100,27,46,1.553565979,19,-124
76,0.15,50,27,83,1.624150038,7,58
54,0,100,27,60,2.153177023,6,-92
158,0,5000,27,142,1.741521835,-16,78
52,0,100,27,62,1.659418106,10,-88
179,1,50,27,140,1.541414022,-39,102
166,0.15,50,27,155,1.495041132,-11,122
9,0.15,100,27,165,2.494726181,-24,36
60,0.15,5000,27,55,1.482954025,-5,-36
86,0.15,50,27,82,1.447288036,-4,74
45,0.15,100,27,59,0.988659143,14,-14
88,1,100,27,72,1.553509951,-16,-28
122,0,50,27,125,0.812259912,3,-16
55,0.15,50,27,71,1.635601044,16,-30
167,0,100,27,163,1.576739073,-4,106
170,1,50,27,167,1.74138999,-3,158
97,1,100,27,87,1.565180779,-10,-22
127,0.15,50,27,116,0.953172922,-11,68
97,0,50,27,81,2.07087779,-16,-6
179,0,50,28,NaN,0,NaN,0
106,0.15,100,28,145,2.318307877,39,114
3,0.15,50,28,NaN,0,NaN,0
102,0,100,28,114,1.153225183,12,-36
152,0,50,28,NaN,0,NaN,0
143,1,100,28,143,1.211706877,0,-18
47,0.15,50,28,NaN,0,NaN,0
120,0.15,5000,28,110,1.976682901,-10,98
18,0,50,28,NaN,0,NaN,0
176,1,5000,28,148,2.541877985,-28,144
130,0,100,28,NaN,0,NaN,0
11,1,50,28,69,1.941501141,58,-38
28,0.15,50,28,NaN,0,NaN,0
69,0,5000,28,131,1.964986801,62,88
148,1,50,28,NaN,0,NaN,0
81,1,50,28,115,1.176717997,34,68
69,1,50,28,NaN,0,NaN,0
116,1,100,28,78,2.271219969,-38,-73
86,1,100,28,NaN,0,NaN,0
140,0,100,28,177.5,1.906299114,37.5,61.5
100,0,50,28,NaN,0,NaN,0
124,0,100,28,19,0.706649065,75,-154
10,1,50,28,NaN,0,NaN,0
97,1,50,28,174.5,2.459023952,77.5,146.5
13,0.15,100,28,NaN,0,NaN,0
100,0.15,5000,28,76.5,1.824168921,-23.5,-11.5
180,0,5000,28,NaN,0,NaN,0
119,0.15,100,28,65.5,2.5534091,-53.5,42.5
76,0.15,50,28,NaN,0,NaN,0
68,0,50,28,99.5,2.306097984,31.5,-10.5
66,0,50,28,NaN,0,NaN,0
31,0,5000,28,92,0.871219158,61,78
175,0.15,5000,28,NaN,0,NaN,0
33,0,100,28,101,1.882688999,68,-2
76,0,100,28,NaN,0,NaN,0
62,1,50,28,69,2.188796997,7,68
84,0,5000,28,NaN,0,NaN,0
135,0,5000,28,145,2.235490084,10,106
54,0,50,28,NaN,0,NaN,0
151,0.15,5000,28,7.5,2.43551302,36.5,-61.5
42,1,5000,28,NaN,0,NaN,0
147,1,50,28,20.5,2.553579092,53.5,-146.5
122,1,100,28,NaN,0,NaN,0
80,0.15,50,28,112.5,2.38853693,32.5,2.5
96,0.15,100,28,141,2.070841074,45,-4
75,1,5000,28,149,2.094326973,74,84
33,1,50,28,NaN,0,NaN,0
54,0.15,100,28,67,1.188463211,13,34
65,0.15,5000,28,6.5,1.17711401,-58.5,-163.5
6,1,50,28,5.5,1.941715002,-0.5,-172.5
20,1,100,28,NaN,0,NaN,0
65,0.15,100,28,166.5,1.988478899,-78.5,148.5
64,1,5000,28,NaN,0,NaN,0
15,0.15,100,28,118,2.541376829,-77,-7
123,0.15,5000,28,NaN,0,NaN,0
97,0.15,5000,28,153,1.812477112,56,118
118,1,5000,28,NaN,0,NaN,0
95,1,5000,28,151.5,2.494560957,56.5,126.5
46,0.15,5000,28,143,1.612049818,-83,8
160,0.15,50,28,152,1.271233082,-8,108
104,0.15,5000,28,NaN,0,NaN,0
14,1,50,28,148,0.494357109,-46,26
101,0,50,28,NaN,0,NaN,0
152,1,50,28,161,1.541536093,9,154
47,1,5000,28,NaN,0,NaN,0
168,0.15,50,28,13,1.317857981,25,-150
3,0,100,28,NaN,0,NaN,0
150,0,50,28,174,1.011974096,24,48
97,1,100,28,NaN,0,NaN,0
1,1,50,28,122,1.706080914,-59,11
6,0.15,5000,28,NaN,0,NaN,0
50,1,50,28,22.5,2.48297596,-27.5,0.5
55,1,50,28,NaN,0,NaN,0
167,1,5000,28,121.5,2.306088924,-45.5,82.5
95,0,50,28,NaN,0,NaN,0
8,0.15,5000,28,7.5,2.106514931,-0.5,-61.5
49,1,100,28,NaN,0,NaN,0
89,0.15,100,28,23,1.047526121,-66,-144
103,0,50,28,NaN,0,NaN,0
74,0.15,50,28,99,1.776801109,25,-11
95,0,100,28,NaN,0,NaN,0
154,0,50,28,155,1.400252104,1,90
63,0,100,28,NaN,0,NaN,0
32,0,50,28,67,0.871188164,35,34
167,0.15,5000,28,NaN,0,NaN,0
93,1,50,28,165.5,2.470792055,72.5,-12.5
9,0.15,50,28,NaN,0,NaN,0
112,0,100,28,173.5,2.494436979,61.5,155.5
25,1,100,28,NaN,0,NaN,0
149,0.15,50,28,124.5,1.600743055,-24.5,-0.5
149,0,100,28,NaN,0,NaN,0
83,1,5000,28,152.5,2.553534031,69.5,117.5
143,1,100,28,NaN,0,NaN,0
42,1,50,28,151,2.517966986,-71,126
104,0.15,100,28,NaN,0,NaN,0
24,1,5000,28,128,1.953095913,-76,84
177,1,50,28,NaN,0,NaN,0
67,0.15,50,28,144,0.63596797,77,22
88,1,50,28,NaN,0,NaN,0
49,0,50,28,163,1.423897982,-66,156
161,0,5000,28,NaN,0,NaN,0
28,0,50,28,20,1.823873043,-8,-143
163,0.15,100,28,NaN,0,NaN,0
123,0,5000,28,176,1.870922804,53,50
33,1,5000,28,NaN,0,NaN,0
79,1,50,28,117.5,2.541887999,38.5,6.5
27,1,50,28,NaN,0,NaN,0
136,0.15,5000,28,NaN,0,NaN,0
105,0.15,50,28,NaN,0,NaN,0
10,1,5000,28,117,0.847388029,-73,78
74,1,5000,28,NaN,0,NaN,0
32,0.15,100,28,4.5,2.165405035,-27.5,-64.5
58,1,5000,28,NaN,0,NaN,0
45,1,100,28,21.5,2.447365999,-23.5,-145.5
91,0,50,28,NaN,0,NaN,0
62,1,100,28,101.5,2.247362852,39.5,-8.5
96,0,50,28,NaN,0,NaN,0
110,0.15,50,28,143,0.847391129,33,78
159,0.15,100,28,NaN,0,NaN,0
114,0.15,100,28,77,2.047360897,-37,44
32,1,100,28,NaN,0,NaN,0
112,1,5000,28,164.5,2.376791,52.5,-13.5
107,0.15,50,28,NaN,0,NaN,0
94,0.15,5000,28,163.5,1.870919943,69.5,145.5
36,1,100,28,NaN,0,NaN,0
49,0.15,100,28,119.5,2.212321997,70.5,-5.5
93,0.15,5000,28,NaN,0,NaN,0
7,0,100,28,153,1.165108919,-34,118
91,0.15,100,28,NaN,0,NaN,0
145,1,100,28,159,1.635614872,14,134
135,1,5000,28,153,0.647387981,18,18
50,1,50,28,177,2.34145999,-53,133
65,1,100,28,NaN,0,NaN,0
65,0,5000,28,159,2.212340832,-86,37
153,0.15,50,28,NaN,0,NaN,0
6,1,100,28,155.5,1.870842934,-30.5,148.5
37,0.15,50,28,NaN,0,NaN,0
141,0,50,28,17,1.917943954,56,-146
149,1,100,28,NaN,0,NaN,0
146,0.15,100,28,162.5,2.306592941,16.5,36.5
6,0,100,28,NaN,0,NaN,0
152,0,100,28,111.5,2.54148984,-40.5,0.5
141,0.15,50,28,NaN,0,NaN,0
140,0.15,100,28,19,1.235965014,59,-3
40,0.15,100,28,NaN,0,NaN,0
158,0,5000,28,129,1.165428162,-29,90
47,0.15,5000,28,NaN,0,NaN,0
58,0.15,100,28,12,2.553164005,-46,-57
57,1,50,28,NaN,0,NaN,0
108,0.15,100,28,21,1.153170109,-87,-146
180,0.15,50,28,NaN,0,NaN,0
10,0,5000,28,104.5,2.55368185,-85.5,-5.5
4,0.15,5000,28,NaN,0,NaN,0
35,1,5000,28,151.5,2.529737949,-63.5,86.5
139,1,5000,28,NaN,0,NaN,0
105,0.15,100,28,71,1.000308037,-34,38
162,0,100,28,NaN,0,NaN,0
47,0.15,100,28,170,1.506208897,-57,-8
7,0.15,100,28,NaN,0,NaN,0
38,0,50,28,150,1.294665098,-68,132
69,1,100,28,NaN,0,NaN,0
60,0.15,5000,28,112,2.094691038,52,-13
61,1,5000,28,NaN,0,NaN,0
51,1,50,28,165,2.012134075,-66,130
100,0.15,50,28,NaN,0,NaN,0
17,0,100,28,149,1.129795074,-48,124
46,0,100,28,NaN,0,NaN,0
16,0,5000,28,126.5,2.447372913,-69.5,82.5
98,1,100,28,NaN,0,NaN,0
169,1,50,28,140,1.482958078,-29,18
101,0,5000,28,NaN,0,NaN,0
65,0,100,28,145,1.529814005,80,138
175,0.15,100,28,NaN,0,NaN,0
37,1,100,28,8.5,2.341683149,-28.5,-154.5
54,0,100,28,NaN,0,NaN,0
9,0,100,28,5.5,2.129717112,-3.5,-120.5
61,0.15,5000,28,NaN,0,NaN,0
26,1,5000,28,123,2.224118948,-83,12
17,0,5000,28,NaN,0,NaN,0
105,1,5000,28,21,0.965006113,-84,-1
42,0,5000,28,NaN,0,NaN,0
110,0,5000,28,131,1.282705784,21,92
118,0.15,100,28,NaN,0,NaN,0
96,1,5000,28,2.5,2.553468943,86.5,-66.5
13,1,100,28,NaN,0,NaN,0
153,0,100,28,17,2.129651785,44,-150
116,0,100,28,NaN,0,NaN,0
126,0,5000,28,101.5,1.741513014,-24.5,-8.5
41,0,5000,28,NaN,0,NaN,0
171,0,5000,28,139,2.047382832,-32,74
124,0,5000,28,NaN,0,NaN,0
29,0.15,100,28,81,1.518207073,52,48
47,0.15,50,28,NaN,0,NaN,0
158,0.15,100,28,173.5,1.200316191,15.5,-4.5
20,1,5000,28,NaN,0,NaN,0
144,0,50,28,149,2.506194115,5,131
179,0.15,50,28,NaN,0,NaN,0
85,1,50,28,122,1.577205896,37,-3
55,0.15,50,28,NaN,0,NaN,0
33,0.15,50,28,156,2.176931143,-57,121
86,0,100,28,NaN,0,NaN,0
69,0.15,100,28,143,2.118252993,74,118
104,1,5000,28,NaN,0,NaN,0
44,0.15,50,28,145.5,2.553405046,-78.5,101.5
90,0,50,28,NaN,0,NaN,0
61,0.15,50,28,146,1.224225998,85,24
59,0.15,5000,28,NaN,0,NaN,0
93,0.15,5000,28,156.5,2.412442923,63.5,149.5
140,0,5000,28,NaN,0,NaN,0
45,0.15,5000,28,14.5,2.423732042,-30.5,-148.5
167,0,100,28,NaN,0,NaN,0
113,0,100,28,173.5,2.541409016,60.5,47.5
122,1,50,28,NaN,0,NaN,0
18,1,100,28,126,1.670878887,-72,15
47,0,50,28,NaN,0,NaN,0
81,1,100,28,17,0.470924854,-64,-5
113,1,5000,28,NaN,0,NaN,0
22,0,100,28,127,0.89438796,-75,88
170,0.15,50,28,NaN,0,NaN,0
29,0.15,50,28,1,2.400485039,-28,-68
135,1,50,28,NaN,0,NaN,0
128,1,5000,28,17,0.541571856,69,-150
158,0,5000,28,NaN,0,NaN,0
62,0,5000,28,104,2.259139061,42,-6
6,0,50,28,NaN,0,NaN,0
28,1,5000,28,143,1.565294027,-65,78
63,0,50,28,NaN,0,NaN,0
6,0.15,5000,28,77,1.882735968,71,44
57,0,50,28,NaN,0,NaN,0
93,1,100,28,166.5,2.247270823,73.5,-11.5
30,0.15,100,28,NaN,0,NaN,0
138,0.15,50,28,154.5,1.44768405,16.5,136.5
72,0.15,50,28,NaN,0,NaN,0
175,0,5000,28,118.5,1.953271151,-56.5,-6.5
152,0.15,100,28,NaN,0,NaN,0
84,0,5000,28,149,1.047788858,65,114
32,0,100,28,NaN,0,NaN,0
112,0,50,28,149,1.470916033,37,124
49,0.15,5000,28,NaN,0,NaN,0
12,0,50,28,126,0.859035969,-66,82
54,0,50,28,NaN,0,NaN,0
110,1,100,28,135.5,2.059143066,25.5,13.5
130,1,100,28,NaN,0,NaN,0
163,0.15,100,28,158.5,2.553568125,-4.5,151.5
127,1,100,28,NaN,0,NaN,0
41,1,5000,28,22,2.165266037,-19,-141
3,1,50,28,NaN,0,NaN,0
14,1,100,28,2,2.471240997,-12,-124
76,0,50,28,NaN,0,NaN,0
40,0,100,28,125,1.729717016,85,14
157,0.15,100,28,NaN,0,NaN,0
22,1,5000,28,NaN,0,NaN,0
86,0,5000,28,NaN,0,NaN,0
66,0.15,100,28,121,0.988432169,55,82
172,0,100,28,NaN,0,NaN,0
108,0,100,28,10,2.553662062,82,-59
156,1,5000,28,NaN,0,NaN,0
63,0,100,28,19,2.459040165,-44,-148
147,0,100,28,NaN,0,NaN,0
19,0,50,28,103,2.553267002,84,-7
171,0,50,28,NaN,0,NaN,0
20,0,50,28,141,0.906395912,-59,76
48,1,50,28,NaN,0,NaN,0
156,1,100,28,55,0.930107117,79,22
77,0,100,28,NaN,0,NaN,0
132,0,100,28,164,1.212085009,32,-14
117,1,50,28,NaN,0,NaN,0
178,0.15,5000,28,154,1.376792192,-24,136
7,0.15,5000,28,NaN,0,NaN,0
19,0.15,50,28,123,1.553259134,-76,-2
63,0,5000,28,NaN,0,NaN,0
79,0,50,28,155,1.282636166,76,120
96,1,5000,28,NaN,0,NaN,0
85,0,50,28,173,2.435498953,88,148
14,0,50,28,NaN,0,NaN,0
172,0,100,28,139.5,2.553647995,-32.5,95.5
51,1,5000,28,NaN,0,NaN,0
52,0.15,50,28,146,0.576794147,-86,24
56,0,5000,28,32,2.259490013,-24,-120
114,1,100,28,39,0.600225925,-75,32
161,1,50,28,NaN,0,NaN,0
21,1,50,28,15,0.976701021,-6,-148
25,0,5000,28,NaN,0,NaN,0
36,0,5000,28,169.5,2.094680071,-46.5,43.5
129,0,5000,28,NaN,0,NaN,0
99,0.15,5000,28,119,1.776931047,20,8
106,0,5000,28,NaN,0,NaN,0
44,1,50,28,NaN,0,NaN,0
12,0.15,100,28,NaN,0,NaN,0
148,0.15,50,28,132,2.482647896,-16,93
22,0,5000,28,NaN,0,NaN,0
126,1,100,28,7.5,2.094686031,61.5,-61.5
115,1,100,28,NaN,0,NaN,0
94,0,50,28,22.5,2.000282049,-71.5,-144.5
8,0,5000,28,NaN,0,NaN,0
5,0,100,28,NaN,0,NaN,0
68,1,5000,28,NaN,0,NaN,0
173,0,50,28,163,2.177006006,-10,98
10,1,50,28,NaN,0,NaN,0
47,1,100,28,75,2.282534838,28,42
132,0,100,28,NaN,0,NaN,0
63,0.15,50,28,170,1.070815086,-73,-8
80,0,5000,28,NaN,0,NaN,0
106,0.15,5000,28,155.5,2.094466925,49.5,137.5
16,0.15,100,28,NaN,0,NaN,0
174,0,5000,28,119.5,1.070829153,-54.5,-5.5
39,1,5000,28,NaN,0,NaN,0
168,1,5000,28,153.5,1.965379953,-14.5,118.5
172,0.15,5000,28,NaN,0,NaN,0
4,0.15,5000,28,153,2.094367981,-31,128
21,0.15,5000,28,NaN,0,NaN,0
84,0.15,50,28,126,1.365309,42,82
122,0,100,28,NaN,0,NaN,0
54,0.15,50,28,142,0.541414976,88,20
39,0.15,5000,28,NaN,0,NaN,0
179,0,50,28,155,1.329774141,-24,148
165,1,50,28,NaN,0,NaN,0
18,0.15,5000,28,21,1.223853111,3,-142
99,0.15,50,28,NaN,0,NaN,0
176,1,5000,28,174,1.117889166,-2,48
86,1,50,28,NaN,0,NaN,0
72,0.15,50,28,131.5,1.706139088,59.5,20.5
57,0,100,28,NaN,0,NaN,0
165,1,100,28,17,0.482702971,32,-5
15,0.15,5000,28,NaN,0,NaN,0
167,1,5000,28,125,0.906433105,-42,86
13,0,50,28,NaN,0,NaN,0
115,1,5000,28,180,2.024055004,65,111
125,0.15,100,28,NaN,0,NaN,0
52,0,5000,28,21.5,2.04735899,-30.5,-145.5
149,0.15,50,28,NaN,0,NaN,0
64,1,50,28,102,1.482926846,38,-8
106,0.15,5000,28,NaN,0,NaN,0
23,1,50,28,143,1.306216955,-60,78
60,0,5000,28,NaN,0,NaN,0
15,1,100,28,75,1.271272898,60,42
58,0.15,100,28,NaN,0,NaN,0
154,1,100,28,169.5,1.200340986,15.5,-8.5
158,0.15,50,28,NaN,0,NaN,0
11,0.15,100,28,148.5,2.106100082,-42.5,130.5
91,1,100,28,NaN,0,NaN,0
107,0,5000,28,122.5,1.694620132,15.5,-2.5
5,1,5000,28,NaN,0,NaN,0
33,0.15,5000,28,158.5,2.035542011,-54.5,123.5
4,0.15,100,28,NaN,0,NaN,0
67,0.15,5000,28,153,2.447373867,86,128
53,0.15,50,28,NaN,0,NaN,0
144,0,5000,28,132,2.529680014,-12,88
75,1,50,28,NaN,0,NaN,0
28,0,5000,28,138,2.212076902,-70,16
164,0,50,28,NaN,0,NaN,0
151,0.15,5000,28,157,2.094866037,6,150
19,1,100,28,NaN,0,NaN,0
180,1,5000,28,20.5,2.35324502,20.5,-142.5
38,1,100,28,NaN,0,NaN,0
52,1,100,28,162.5,2.541693926,-69.5,36.5
107,0.15,5000,28,NaN,0,NaN,0
149,0,100,28,128.5,1.682986021,-20.5,17.5
170,0.15,5000,28,26,2.165014029,36,11
55,0.15,100,28,NaN,0,NaN,0
23,0,50,29,24,1.165555954,1,20
151,0.15,5000,29,159,1.29422307,8,98
3,0,100,29,171,2.05911088,-12,138
40,0.15,100,29,167,0.871212959,-53,26
112,0.15,50,29,108,0.964680195,-4,-40
19,1,100,29,4,1.070800066,-15,-148
71,1,5000,29,75,1.835498095,4,-30
79,0.15,100,29,82,2.094551086,3,-94
55,1,50,29,78,1.459120989,23,-17
59,1,50,29,109,1.882939816,50,-34
129,0,100,29,126,1.306434155,-3,118
115,1,5000,29,119,1.82367897,4,84
26,1,5000,29,24,1.683028936,-2,-74
139,1,50,29,129,0.576699972,-10,-36
160,0,100,29,171,0.506118059,11,22
81,1,50,29,102,0.964905024,21,8
124,0.15,50,29,90,1.235429049,-34,-72
27,0.15,100,29,11,1.341392994,-16,-106
110,1,5000,29,105,1.329574108,-5,90
180,1,5000,29,5,1.776737928,5,-4
169,0.15,50,29,176,1.05923605,7,118
100,0,50,29,99,0.776785135,-1,30
74,0,100,29,78,1.40054512,4,30
117,0,5000,29,68,2.294352055,-49,-96
171,0.15,50,29,171,1.824154854,0,92
133,0.15,100,29,147,0.835478067,14,116
67,1,100,29,82,0.847301006,15,-36
100,0.15,5000,29,103,1.459033966,3,90
134,0,50,29,125,1.106492996,-9,106
95,1,5000,29,102,1.777081013,7,-48
176,0.15,100,29,175,0.811995983,-1,148
68,0.15,50,29,86,1.388458967,18,24
25,0,5000,29,15,1.306216002,-10,-52
18,0,100,29,12,1.011991978,-6,-66
132,0,50,29,154,2.318275928,22,144
61,1,50,29,112,1.271036863,51,52
165,0.15,5000,29,164,0.788447142,-1,142
96,0.15,5000,29,101,1.02405405,5,66
143,1,5000,29,140,0.800202847,-3,54
107,0,100,29,103,2.153274059,-4,64
76,0.15,100,29,82,0.576697111,6,-32
35,1,50,29,6,0.800450087,-29,-18
151,1,5000,29,160,0.600223064,9,-18
88,1,5000,29,87,0.812017918,-1,12
54,0.15,50,29,81,0.788444042,27,36
5,1,5000,29,8,2.259433985,3,-6
31,1,100,29,17,0.576972008,-14,16
52,1,100,29,46,1.141433954,-6,16
124,1,50,29,112,2.329617977,-12,46
159,1,100,29,18,2.259023905,39,-10
24,0,100,29,12,1.282572031,-12,-156
91,1,100,29,88,1.870848894,-3,72
175,1,100,29,10,1.082695007,15,-68
126,0,50,29,82,1.435565948,-44,28
163,0,50,29,167,0.188741922,4,146
55,0,5000,29,54,1.576915026,-1,-18
16,0.15,5000,29,21,1.541393995,5,-74
9,0,50,29,9,0.659069061,0,-16
76,0.15,5000,29,79,1.306484938,3,10
174,1,50,29,14,0.788831949,20,-162
173,0,50,29,179,1.941372156,6,106
40,1,50,29,177,1.329735041,-43,66
93,0,5000,29,102,0.941406012,9,-42
162,1,50,29,168,1.082645893,6,158
145,0,50,29,141,0.788578033,-4,-16
129,0,5000,29,121,1.682601929,-8,56
151,0,100,29,164,0.612251043,13,34
172,0.15,100,29,163,0.847543955,-9,48
114,0,100,29,106,1.270781994,-8,86
102,0,5000,29,101,1.129982948,-1,98
172,0,50,29,9,1.870822191,17,-150
92,0,100,29,101,1.36491704,9,82
158,0.15,5000,29,158,0.576983929,0,136
135,0,50,29,137,1.964908838,2,102
21,0.15,5000,29,18,1.988726854,-3,-68
116,0,100,29,105,2.07079792,-11,66
34,1,50,29,10,2.23584199,-24,-104
67,0.15,100,29,84,0.941509962,17,60
154,1,50,29,162,0.965243101,8,-16
12,0,5000,29,167,1.600243807,-25,92
146,1,50,29,159,1.776664019,13,114
7,0,100,29,4,1.32969594,-3,-10
22,0.15,50,29,17,1.353434086,-5,16
6,1,5000,29,8,1.400452137,2,-22
73,0.15,100,29,90,1.059417963,17,24
103,1,100,29,104,1.294329882,1,76
164,0.15,5000,29,158,1.541407108,-6,-10
125,1,50,29,112,2.000355959,-13,96
31,0.15,5000,29,32,1.223761082,1,-46
176,0.15,100,29,180,2.247498035,4,126
163,1,100,29,163,0.694318056,0,142
71,1,100,29,104,0.835534811,33,32
149,1,5000,29,157,2.035908937,8,62
33,0,50,29,165,0.54151988,-48,140
67,0.15,5000,29,73,1.870918036,6,4
168,0.15,100,29,162,0.635827065,-6,-14
100,0.15,100,29,105,0.835751057,5,32
43,0,5000,29,47,1.000684977,4,-64
41,0,5000,29,26,1.400318861,-15,-118
85,0,100,29,86,1.718262196,1,76
114,1,5000,29,111,2.200426102,-3,-46
50,0.15,100,29,79,0.941814899,29,14
7,0.15,50,29,12,1.176702023,5,-118
153,0,50,29,173,1.471026897,20,58
20,1,5000,29,10,2.12962985,-10,-10
158,0.15,100,29,157,1.000305176,-1,154
28,1,50,29,17,0.717880964,-11,-142
94,1,100,29,95,2.412495136,1,76
63,0,5000,29,62,1.91821003,-1,40
87,0.15,50,29,85,1.459061861,-2,50
118,0.15,50,29,108,0.694639921,-10,22
173,1,50,29,173,0.765016079,0,134
78,1,5000,29,76,1.035513163,-2,-38
52,0.15,100,29,42,0.718190908,-10,18
178,0,5000,29,170,0.870738029,-8,-8
17,0,100,29,3,2.517858028,-14,-72
107,0.15,100,29,109,1.988551855,2,64
171,0.15,50,29,176,1.000616074,5,162
130,1,5000,29,109,1.106507778,-21,108
10,1,100,29,4,0.718094826,-6,-26
45,0,5000,29,48,0.859224796,3,-18
142,1,5000,29,144,1.000226974,2,116
69,0.15,100,29,84,1.494327068,15,-84
137,0.15,50,29,130,1.106546879,-7,114
4,0,5000,29,4,0.917856932,0,-74
26,0.15,50,29,10,1.517848015,-16,-44
163,1,50,29,175,1.082557917,12,154
153,0.15,5000,29,152,1.377047062,-1,80
121,0,50,29,111,0.800384998,-10,16
30,0.15,5000,29,28.5,1.435511827,-1.5,3.5
44,1,50,29,18,2.153527021,-26,-51
53,1,50,29,80,1.670902014,27,-96
30,0.15,50,29,9,1.294623137,-21,-64
