orient,distractor,kappa,subject,resp,respRT,acc,traj
56,0.15,50,14,152,1.777046919,-84,127
6,0.15,5000,14,NaN,0,NaN,0
63,1,100,14,58,2.235514164,-5,-116
35,0,50,14,NaN,0,NaN,0
123,0,5000,14,15,1.023762941,72,-132
155,0.15,5000,14,NaN,0,NaN,0
31,0,100,14,71,0.706206083,40,26
103,0.15,5000,14,NaN,0,NaN,0
5,1,5000,14,105.5,2.541664839,-79.5,-39.5
11,0.15,5000,14,NaN,0,NaN,0
5,0,5000,14,121,2.212202072,-64,101
92,0.15,50,14,NaN,0,NaN,0
22,0.15,5000,14,17.5,2.282870054,-4.5,-130.5
26,0.15,50,14,NaN,0,NaN,0
79,0.15,5000,14,41,2.223736048,-38,-36
162,0,50,14,NaN,0,NaN,0
102,0.15,100,14,178,2.517819881,76,82
93,0.15,5000,14,NaN,0,NaN,0
52,0.15,100,14,122,1.894339085,70,66
92,1,100,14,NaN,0,NaN,0
148,1,50,14,66,1.317867994,-82,-94
73,1,100,14,NaN,0,NaN,0
38,0.15,50,14,31,0.917972088,-7,-92
29,0.15,100,14,NaN,0,NaN,0
124,0,100,14,176,2.42373395,52,116
170,0,50,14,NaN,0,NaN,0
45,1,5000,14,112,2.106095076,67,84
9,0.15,50,14,NaN,0,NaN,0
44,0,100,14,90.5,2.412002087,46.5,41.5
151,0,5000,14,NaN,0,NaN,0
139,0,50,14,107,0.717920065,-32,20
103,0,50,14,NaN,0,NaN,0
175,0.15,50,14,22,1.28293705,27,-10
16,0,100,14,NaN,0,NaN,0
136,1,50,14,12.5,2.188454151,56.5,-1.5
21,1,5000,14,NaN,0,NaN,0
155,0.15,50,14,161,1.694322824,6,136
157,0,50,14,NaN,0,NaN,0
145,0.15,50,14,58,2.247468948,-87,-116
1,0.15,100,14,NaN,0,NaN,0
12,0.15,50,14,9.5,1.823812008,-2.5,-137.5
7,1,100,14,NaN,0,NaN,0
119,1,50,14,71,1.788636923,-48,26
60,0,5000,14,NaN,0,NaN,0
132,0.15,100,14,95.5,2.553110123,-36.5,-49.5
84,0,5000,14,NaN,0,NaN,0
105,0,100,14,NaN,0,NaN,0
78,0.15,50,14,19,2.070801973,-59,-10
31,0.15,100,14,NaN,0,NaN,0
89,1,5000,14,157.5,2.435554028,68.5,114.5
34,1,50,14,NaN,0,NaN,0
49,1,100,14,75,1.400221109,26,72
99,1,5000,14,NaN,0,NaN,0
80,0.15,5000,14,101,1.823677063,21,-31
83,0,100,14,NaN,0,NaN,0
68,0.15,50,14,65.5,1.870784044,-2.5,-0.5
156,1,50,14,NaN,0,NaN,0
163,0,100,14,158,2.259357929,-5,121
41,1,100,14,NaN,0,NaN,0
74,0.15,5000,14,126,2.494514942,52,-52
115,0,100,14,NaN,0,NaN,0
108,1,5000,14,NaN,0,NaN,0
55,0.15,100,14,155.5,2.459434032,-79.5,127.5
14,0.15,5000,14,NaN,0,NaN,0
21,1,50,14,93.5,2.235511065,72.5,44.5
122,1,100,14,NaN,0,NaN,0
145,0.15,50,14,126.5,2.306092978,-18.5,39.5
56,1,100,14,NaN,0,NaN,0
153,0.15,50,14,29,1.412313938,56,-3
34,0,50,14,NaN,0,NaN,0
152,0.15,100,14,1.5,1.271043062,29.5,-12.5
169,0,50,14,NaN,0,NaN,0
2,0,100,14,166,1.871103048,-16,141
9,1,100,14,NaN,0,NaN,0
51,0,5000,14,56,1.423747063,5,-118
95,0,100,14,NaN,0,NaN,0
134,0.15,5000,14,5,1.129989147,51,-142
57,0,100,14,NaN,0,NaN,0
40,0,5000,14,67,0.741396904,27,22
119,0.15,100,14,NaN,0,NaN,0
121,1,100,14,107,1.612223864,-14,-38
10,1,100,14,NaN,0,NaN,0
137,0.15,5000,14,116,1.411989927,-21,96
14,0,50,14,NaN,0,NaN,0
169,0,50,14,14,1.247316122,25,-134
53,0.15,5000,14,NaN,0,NaN,0
69,0,50,14,47,1.129558802,-22,-30
13,1,100,14,NaN,0,NaN,0
137,0.15,5000,14,4,2.553540945,47,-92
66,0.15,100,14,NaN,0,NaN,0
101,0.15,100,14,133.5,2.541809082,32.5,77.5
139,0,5000,14,NaN,0,NaN,0
102,0.15,50,14,72,1.859391212,-30,-88
86,0,5000,14,NaN,0,NaN,0
49,0,100,14,39,1.071001053,-10,-84
90,0,5000,14,NaN,0,NaN,0
173,0,5000,14,172,1.729890108,-1,112
27,0,50,15,8,0.414406776,-19,-16
66,1,5000,15,53,1.118144989,-13,-38
96,1,100,15,92,0.988586903,-4,26
32,0,5000,15,35,1.294692039,3,-134
94,0,5000,15,106,1.023456097,12,-50
37,0.15,50,15,33,1.623758078,-4,-82
152,0,5000,15,150,1.494322062,-2,62
81,0.15,100,15,94,1.411983013,13,82
14,1,5000,15,16,0.706113815,2,14
124,0,5000,15,142,1.153593063,18,14
153,0,5000,15,144,0.941483021,-9,46
16,0.15,5000,15,29,0.976933002,13,-50
84,0.15,50,15,75,2.423711061,-9,62
21,0,5000,15,31,1.106327057,10,-62
142,0.15,5000,15,157.5,2.541529894,15.5,-15.5
17,0.15,50,15,141,1.553170919,-56,-12
139,0.15,50,15,180,2.153381109,41,50
100,0,50,15,91,2.129575014,-9,72
59,0,100,15,3,1.306208134,-56,-8
44,0.15,5000,15,48,2.412053108,4,-42
58,0,5000,15,56,1.941383123,-2,42
145,1,50,15,171,1.964900017,26,110
92,0.15,5000,15,78,2.011963844,-14,-74
138,0.15,5000,15,151,1.71809411,13,108
119,0,50,15,96,1.223748922,-23,20
147,0.15,50,15,172,1.670906067,25,76
107,0,50,15,95,2.094321012,-12,-40
48,1,100,15,58,1.258973122,10,-114
14,0.15,50,15,180,1.776669979,-14,134
5,0,50,15,37,1.671212912,32,-70
106,1,50,15,101,1.023756981,-5,38
123,0,5000,15,121,0.753168106,-2,50
113,1,50,15,100,1.988781929,-13,22
147,1,5000,15,137,1.365231037,-10,100
74,0.15,5000,15,NaN,0,NaN,0
68,0,100,15,60,2.541592836,-8,-116
161,1,100,15,155,1.635514021,-6,112
1,0,100,15,179,0.800336123,-2,18
87,0,100,15,86,1.63550806,-1,32
1,0,50,15,173,2.423717976,-8,48
142,1,5000,15,145,1.494341135,3,96
172,1,100,15,177,1.647371054,5,90
52,0.15,100,15,68,1.91781497,16,-56
28,0.15,100,15,52,0.624144077,24,-40
165,0.15,100,15,119,1.941612959,-46,26
144,0,50,15,146,0.90615201,2,32
53,0.15,50,15,67,2.164919138,14,-12
95,1,50,15,90,2.435788155,-5,70
94,0,100,15,88,0.870871067,-6,50
66,1,5000,15,67,1.906243801,1,-110
44,0.15,5000,15,40,1.094340086,-4,32
11,0,5000,15,19,1.188463926,8,-132
153,1,50,15,133,0.88290906,-20,74
68,0,50,15,76,0.576697826,8,16
122,1,5000,15,122,2.541634798,0,-58
52,1,5000,15,45,2.082583904,-7,-96
147,0.15,50,15,151,1.424176931,4,8
162,0.15,5000,15,168,1.918247938,6,104
138,0,5000,15,139,2.50652194,1,130
30,1,50,15,18,1.576688051,-12,-80
36,1,100,15,17,1.717869043,-19,-130
99,1,5000,15,NaN,0,NaN,0
152,0,5000,15,157,1.212188005,5,134
170,0.15,100,15,169,1.212115049,-1,4
174,0.15,50,15,171,2.517843008,-3,126
1,0,100,15,170,2.517832994,-11,24
16,1,50,15,16,1.506058216,0,-36
172,0.15,5000,15,164.5,2.365249872,-7.5,113.5
1,0.15,50,15,0.5,2.541372061,-0.5,-9.5
176,0.15,100,15,178,1.859426022,2,98
46,0.15,50,15,46,1.38884902,0,-70
8,0,5000,15,19,0.717882872,11,-50
34,1,50,15,31,1.106329203,-3,-12
12,0,50,15,15,1.894338846,3,-146
59,0.15,5000,15,NaN,0,NaN,0
49,0.15,5000,15,61,1.188862085,12,-64
107,0.15,5000,15,119,1.459050894,12,70
11,0,5000,15,23,2.012359858,12,-64
91,0.15,50,15,86,1.035721064,-5,-38
4,0,100,15,180,0.917828798,-4,88
119,0,5000,15,129,1.317860842,10,36
97,0.15,100,15,92,1.470782995,-5,-22
151,0.15,100,15,145,0.917973995,-6,66
147,0.15,100,15,162,1.529747009,15,142
82,1,5000,15,82,1.517877817,0,44
157,0,5000,15,163,2.35315299,6,-14
93,1,50,15,90,1.988473892,-3,82
135,1,100,15,NaN,0,NaN,0
167,1,5000,15,159,1.494767904,-8,100
119,0,5000,15,122,1.188468933,3,62
179,1,50,15,NaN,0,NaN,0
1,1,100,15,1,1.435508013,0,-140
22,0,100,15,9,1.412008047,-13,-134
102,0,50,15,78,2.035501957,-24,14
157,1,5000,15,155,1.376710892,-2,146
21,1,5000,15,30,1.435647964,9,-68
124,1,100,15,81,2.424021959,-43,-66
133,0,100,15,133,0.871186972,0,32
85,0.15,5000,15,89,2.035606861,4,66
173,0.15,5000,15,NaN,0.906530857,NaN,0
37,0.15,100,15,31,1.21222806,-6,-14
99,1,100,15,76,2.153218985,-23,-70
128,0.15,50,15,104,1.494328022,-24,52
166,1,50,15,153,1.894316912,-13,102
20,0.15,100,15,8,1.482562065,-12,-2
177,1,5000,15,160,1.129624844,-17,80
23,0.15,50,15,28,1.682784796,5,-88
30,0.15,100,15,29,1.365428925,-1,-40
17,1,5000,15,17,0.600222111,0,-26
14,1,100,15,19,1.788483858,5,-142
178,1,50,15,174,2.447630167,-4,120
101,0,5000,15,103,0.953159094,2,-22
114,0,5000,15,125,1.765269041,11,76
16,0.15,5000,15,43,1.435549974,27,-44
154,1,100,15,NaN,0,NaN,0
90,0,100,15,81,1.65934515,-9,-11
52,0.15,100,15,77,0.65952611,25,-16
86,0,50,15,84,0.882803917,-2,-30
47,0,100,15,45,2.458935976,-2,-34
31,0,50,15,32,1.011994123,1,12
23,1,50,15,24,1.235632181,1,-14
107,1,50,15,89,1.906156063,-18,-88
21,1,50,15,22,1.694329977,1,14
155,0,100,15,NaN,0,NaN,0
80,0,50,15,77,2.070775986,-3,18
21,0.15,100,15,44,0.541392088,23,-16
85,1,100,15,86,2.223717928,1,-94
45,1,50,15,57,1.812235117,12,-84
123,1,50,15,137,1.235510826,14,-6
166,0,5000,15,156,1.553171873,-10,92
3,0,100,15,179,0.671084881,-4,170
131,0,50,15,116,0.670809984,-15,18
169,0,5000,15,159,0.953164101,-10,12
124,0.15,100,15,127,0.824009895,3,26
59,0,100,15,63,1.376821995,4,40
33,0,5000,15,17,1.082985163,-16,-148
166,1,100,15,151,2.035523891,-15,106
110,1,5000,15,126,1.435608149,16,-20
7,1,50,15,162,2.470817089,-25,110
79,0.15,100,15,85,0.930063963,6,34
17,0,100,15,166,1.259037018,-31,156
148,1,100,15,132,1.80023694,-16,52
15,0.15,50,15,52,1.812135935,37,-64
142,0.15,50,15,121,1.153158188,-21,52
135,1,100,15,145,2.306062937,10,102
12,0.15,5000,15,15,1.282812834,3,-146
92,1,100,15,80,1.117872,-12,26
156,1,5000,15,155,0.988491058,-1,30
71,1,50,15,75,0.965321064,4,26
7,0.15,100,15,173,1.482811928,-14,86
155,0.15,50,15,138,0.412106991,-17,14
171,1,5000,15,138,1.88302803,-33,46
32,1,100,15,27,1.447387934,-5,-66
40,0.15,50,15,46,1.306461096,6,-68
12,1,100,15,41,1.024173975,29,-38
10,0.15,100,15,NaN,0,NaN,0
49,1,50,15,NaN,0,NaN,0
87,0.15,5000,15,83,1.153563976,-4,-94
163,1,100,15,160,2.177037954,-3,152
9,0,50,15,173,2.318346024,-16,22
144,0,5000,15,145,2.412395,1,86
110,0,100,15,104,1.094711065,-6,44
104,0,100,15,102,1.811977148,-2,-78
53,1,5000,15,59,1.035542011,6,-82
93,1,5000,15,93,1.211966038,0,-50
16,0.15,5000,15,14,0.788463116,-2,-50
174,1,5000,15,173,0.929819822,-1,164
74,1,5000,15,68,1.176691055,-6,-30
16,0.15,100,15,173,1.588471174,-23,26
102,0.15,50,15,99,1.50604701,-3,-2
103,0,5000,15,99,1.588473082,-4,76
131,0,5000,15,133,2.553170919,2,-32
140,1,100,15,147,2.282979012,7,102
45,0,100,15,28,1.929641008,-17,-118
1,1,100,15,6,2.130020857,5,-46
126,0.15,5000,15,121,2.412326097,-5,70
64,1,100,15,84,2.165273905,20,74
108,0,5000,15,106,1.259038925,-2,26
54,1,50,15,66,1.412222862,12,-50
173,0,100,15,1,1.730019093,8,-68
152,0.15,50,15,145,1.812008142,-7,102
160,0.15,50,15,157,1.823771,-3,-4
46,0,5000,15,NaN,0,NaN,0
112,1,5000,15,109,0.659063101,-3,-16
97,0.15,50,15,107,1.706130028,10,58
8,0.15,50,15,55,0.894342899,47,-32
85,0,5000,15,66,1.882543087,-19,-58
102,0.15,50,15,80,2.506182909,-22,-12
155,1,50,15,117,1.035533905,-38,24
167,1,100,15,130,0.70609808,-37,16
48,0.15,100,15,55,0.717833042,7,-24
91,0.15,100,15,80,2.459412098,-11,60
34,0,50,15,NaN,0,NaN,0
26,0,100,15,21,0.894722939,-5,-156
26,0.15,5000,15,14,1.882664919,-12,6
53,1,5000,15,63,1.718264103,10,-88
37,0,100,15,41,0.659028053,4,-18
134,1,100,15,134,1.494854927,0,74
51,1,100,15,36,1.682948112,-15,-144
115,0,5000,15,121,0.764947176,6,-20
96,0,50,15,89,1.365191936,-7,-54
157,1,100,15,140,1.247712851,-17,76
107,0,5000,15,113,2.070836067,6,104
150,1,50,15,130,1.435502052,-20,32
37,0,50,15,29,1.870795965,-8,-118
35,0.15,100,15,27,2.494332075,-8,-74
110,0,100,15,93.5,2.541514874,-16.5,70.5
44,0,5000,15,33,1.34188199,-11,-132
28,0.15,100,15,39,1.964898825,11,-6
141,0.15,5000,15,NaN,0,NaN,0
55,0.15,5000,15,42,1.200637102,-13,-10
112,1,100,15,87,1.941708088,-25,36
169,1,100,15,163,2.541754961,-6,153
20,0.15,5000,15,12,1.447287083,-8,-68
136,1,5000,15,136,0.964931965,0,20
101,0.15,100,15,89,0.741413832,-12,20
20,0,50,15,25,0.647292137,5,-18
77,1,50,15,89,2.553158998,12,-72
40,0,50,15,180,1.035552979,-40,126
89,0,50,15,88.5,2.45913887,-0.5,-36.5
177,0,100,15,3,2.541371107,6,-46
101,0.15,50,15,85,1.447278976,-16,-2
132,1,50,15,148,1.224205017,16,24
153,1,50,15,140,0.953171015,-13,48
71,1,50,15,NaN,0,NaN,0
61,0.15,50,15,94,0.965223789,33,-20
101,1,50,15,89,0.929641962,-12,10
56,1,5000,15,66,2.400215864,10,46
81,0.15,5000,15,78,1.306359053,-3,40
68,0,100,15,65,1.800238848,-3,-112
103,0.15,50,15,102,1.812253952,-1,94
18,0.15,5000,15,5,2.000609875,-13,-146
24,1,50,15,23,0.729581118,-1,-36
54,0.15,100,15,76,0.917962074,22,16
11,0,50,15,22,0.72982502,11,-158
115,0,50,15,115,0.730019093,0,-26
93,0,50,15,99,1.871201038,6,-44
129,1,50,15,118,2.423747063,-11,54
64,0.15,50,15,97,1.847705126,33,88
140,1,5000,15,138,1.035516024,-2,40
57,0,100,15,81,1.294319868,24,-66
143,1,5000,15,149,1.353178024,6,48
171,0.15,5000,15,167,2.388490915,-4,144
108,0,5000,15,113,2.164913893,5,-52
88,0.15,5000,15,95,2.541389942,7,50
47,1,100,15,46,1.706105947,-1,-100
52,1,50,15,46,1.235771894,-6,-6
110,0,100,15,101,1.576699972,-9,50
100,0.15,5000,15,100,1.906090975,0,90
97,1,5000,15,98,0.859045982,1,18
85,0.15,100,15,84,0.823750973,-1,-32
94,0.15,5000,15,103,1.859048128,9,34
51,0.15,100,15,61,0.800619125,10,18
53,0,50,15,65,2.000319004,12,-96
41,1,50,15,NaN,0,NaN,0
135,1,50,15,129,1.682658911,-6,4
152,0,50,15,143,1.812184095,-9,94
137,0,50,15,135,0.988600969,-2,48
125,1,50,15,134,1.423790932,9,10
48,1,50,15,58,1.012351036,10,-34
139,0,50,15,139,0.788668156,0,46
128,0.15,5000,15,132,0.517895937,4,18
127,0.15,100,15,137,1.129724026,10,58
113,0,5000,15,118,1.117870092,5,98
121,0.15,100,15,112,1.38846302,-9,74
61,1,100,15,57,2.047290087,-4,-120
34,0.15,5000,15,28,1.235914946,-6,20
151,0,5000,15,NaN,0,NaN,0
164,0,50,15,153,1.529663086,-11,94
49,0.15,50,15,44,0.964931011,-5,-16
117,1,100,15,100,1.635534048,-17,-80
10,0.15,100,15,13,1.706212997,3,-128
73,0,50,15,79,1.623724937,6,-64
94,0,100,15,96,1.247287035,2,32
120,1,100,15,109,2.212071896,-11,100
128,0,100,15,138,1.070854902,10,40
9,0,100,15,7,1.635921001,-2,-140
31,0.15,100,15,41,0.964923859,10,-60
136,0,50,15,135,2.129636049,-1,112
14,1,50,15,27,2.000211954,13,-138
34,0,100,15,17,0.588541985,-17,-28
88,1,100,15,88,1.670768976,0,-58
52,0.15,100,15,82,1.247270107,30,30
2,0.15,100,15,177,1.564915895,-5,126
166,0,100,15,174,2.294758081,8,164
105,1,5000,15,98,0.588456869,-7,18
148,1,100,15,NaN,0,NaN,0
58,1,5000,15,53,1.341383934,-5,-16
10,0.15,50,15,179,1.988390923,-11,136
45,0.15,50,15,7,0.941606045,-38,-154
43,0,100,15,48,1.482829094,5,-6
24,0.15,5000,15,37,1.58847785,13,-88
67,1,50,15,83,1.224000931,16,34
132,1,5000,15,123,1.05944705,-9,36
128,0,50,15,116,1.423852921,-12,-8
33,0,50,15,58,0.835521936,25,-34
98,0.15,5000,15,NaN,1.08288002,NaN,0
105,0,100,15,102,1.423794985,-3,-12
113,0,50,15,99,2.141731977,-14,20
81,0.15,100,15,93.5,2.376678944,12.5,73.5
116,0,50,15,110,2.282555103,-6,72
32,1,50,15,11,0.835484982,-21,-166
89,0,5000,15,82,1.988865852,-7,74
18,1,5000,15,21,1.530030012,3,-130
94,0.15,5000,15,97,1.164904118,3,38
52,0,5000,15,54,0.400486946,2,-6
116,1,100,15,114,1.506383896,-2,-66
64,0.15,50,15,73,1.471049786,9,-68
68,0,50,15,83,2.14162302,15,-60
25,0,5000,15,24,2.294431925,-1,-40
87,1,100,15,93,2.318260908,6,84
121,0,50,15,144,2.541787148,23,46
179,0.15,50,15,179.5,2.059049129,0.5,32.5
45,0,50,15,87,1.706300974,42,-14
95,0.15,50,15,149,2.541729927,54,126
84,0.15,5000,15,83,1.424131155,-1,-82
25,0,100,15,29,1.647378922,4,-16
113,0.15,50,15,110,1.447642088,-3,-36
170,0.15,5000,15,152,1.212484837,-18,100
14,1,100,15,9,0.894337177,-5,-42
49,0.15,100,15,36,1.11786294,-13,26
17,0.15,50,15,42,1.000613928,25,-38
150,1,5000,15,146,1.341801882,-4,30
147,1,5000,15,151,1.588464975,4,82
20,0,5000,15,19,0.670823097,-1,-24
168,1,50,15,173,0.71787405,5,12
56,0.15,50,15,62,1.188717127,6,8
97,0,100,15,65,2.200224876,-32,-60
20,0.15,5000,15,47,2.16493082,27,-2
104,1,50,15,NaN,0,NaN,0
178,1,5000,15,174,1.964905024,-4,50
94,0.15,100,15,82,0.717879057,-12,-10
110,0.15,5000,15,101,1.600442171,-9,8
134,0.15,100,15,136,0.459065914,2,22
70,0,50,15,NaN,0,NaN,0
81,1,100,15,80,1.682921171,-1,60
59,0.15,5000,15,68,1.153183937,9,30
108,0,5000,15,115,1.624185085,7,-62
149,0,50,15,122,1.871081114,-27,114
134,0,100,15,143,1.377074003,9,-8
98,1,5000,15,105,1.094856977,7,46
160,0,100,15,140,1.69468379,-20,80
143,0.15,100,15,144,0.988363981,1,-36
71,1,5000,15,69,1.682568073,-2,-72
151,1,100,15,120,2.541468143,-31,-23
23,1,100,15,42,0.729748964,19,-22
46,0.15,50,15,41,1.353420973,-5,32
52,0.15,50,15,50,1.223749876,-2,-48
132,0.15,100,15,125,0.741400003,-7,-22
14,0.15,100,15,13,1.917855978,-1,-88
84,1,5000,15,77,1.423744917,-7,54
80,0,100,15,83,2.482865095,3,-82
177,0,5000,15,171,2.306499958,-6,126
16,1,5000,15,12,1.541391134,-4,-134
69,0.15,50,15,72,1.341371059,3,20
159,0,100,15,137,0.823770046,-22,86
27,0,100,15,26,0.929634094,-1,16
85,0.15,5000,15,NaN,0,NaN,0
157,0,5000,15,150,2.141791105,-7,34
169,1,5000,15,171,1.3062222,2,102
42,0.15,50,16,NaN,0,NaN,0
93,0,5000,16,14,1.200700998,-79,10
85,0.15,5000,16,NaN,0,NaN,0
63,0,50,16,65,2.553115129,2,-90
179,1,5000,16,64,1.905810118,65,44
123,0,50,16,71,1.55316186,-52,68
118,1,100,16,83,2.223843813,-35,76
98,0.15,50,16,67,2.05941391,-31,-90
77,1,50,16,70,1.812222958,-7,-62
46,1,100,16,74.5,2.553085804,28.5,-39.5
153,1,5000,16,84,1.823739052,-69,-86
124,1,100,16,72.5,2.506328821,-51.5,5.5
107,0,100,16,80,2.165224075,-27,-54
70,1,5000,16,NaN,0,NaN,0
14,1,100,16,55,2.352968931,41,54
149,1,50,16,68,2.247444868,-81,-44
165,1,5000,16,68,2.506407022,83,-67
63,0.15,50,16,67,2.553509951,4,-108
32,0.15,5000,16,55,2.22384119,23,-30
5,0,5000,16,59.5,2.518029928,54.5,-111.5
148,0.15,5000,16,120.5,2.188829899,-27.5,34.5
120,1,100,16,71,1.200353146,-49,-92
135,0.15,100,16,67.5,2.224122047,-67.5,56.5
171,1,50,16,76.5,1.95320797,85.5,-47.5
56,0.15,5000,16,85,1.541706085,29,-54
88,0.15,5000,16,78.5,2.411946058,-9.5,54.5
177,1,5000,16,77,2.306393147,80,-44
7,0,100,16,73,2.247276068,66,-78
69,0.15,50,16,71.5,2.494738102,2.5,63.5
5,1,50,16,70.5,2.388852119,65.5,-101.5
164,0,100,16,79,0.988848209,-85,-88
95,0,100,16,75.5,2.14139986,-19.5,-98.5
130,0,100,16,79,2.094627142,-51,58
143,0,100,16,65,1.294390917,-78,-78
17,1,50,16,NaN,0,NaN,0
131,0,50,16,NaN,0,NaN,0
145,0.15,100,16,NaN,0,NaN,0
123,0,50,16,45.5,2.29438591,-77.5,-123.5
76,0,5000,16,49,2.541676998,-27,18
114,0,50,16,38,2.553157806,-76,-112
75,0.15,50,16,37,1.10611701,-38,-28
65,1,5000,16,NaN,0,NaN,0
85,0,50,16,36,2.388458014,-49,-144
1,0.15,50,16,11.5,2.223739147,10.5,-58.5
92,1,100,16,11,2.270815849,-81,-90
55,0,50,16,NaN,0,NaN,0
113,1,5000,16,24,2.282853127,-89,-122
135,1,100,16,28,2.447276831,73,-6
24,0.15,5000,16,37,2.000315905,13,-34
82,0,100,16,28.5,2.329629898,-53.5,-11.5
169,0.15,5000,16,32,1.88270092,43,-94
55,1,50,16,41,2.553146124,-14,-28
8,1,100,16,24.5,2.353131056,16.5,9.5
115,0.15,100,16,31,2.32962203,-84,-98
109,0,100,16,27,0.953557014,-82,24
62,0,50,16,33.5,1.635905981,-28.5,-4.5
123,1,50,16,27,2.54163003,84,-66
113,0,100,16,25.5,1.15354085,-87.5,5.5
73,0,100,16,172,2.541643143,-81,8
14,0.15,100,16,36.5,2.506446838,22.5,-24.5
131,0.15,100,16,28.5,2.40060997,77.5,19.5
59,0,5000,16,11,2.553095102,-48,-126
126,1,5000,16,29,2.541368008,83,28
25,0,50,16,31,1.49426198,6,-4
10,0.15,100,16,32,2.529715061,22,-84
86,0.15,50,16,43.5,1.553164005,-42.5,-23.5
143,1,50,16,54,2.43552494,-89,-85
173,0.15,50,16,47,2.376933098,54,-128
42,0,100,16,22,2.129621029,-20,-80
179,1,5000,16,NaN,0,NaN,0
93,0.15,5000,16,NaN,0,NaN,0
56,1,100,16,26.5,2.106103182,-29.5,-150.5
74,1,5000,16,62.5,2.400220871,-11.5,13.5
1,1,5000,16,47,1.247265816,46,-122
101,1,5000,16,41,2.282864094,-60,10
89,0.15,100,16,42,1.047635078,-47,-108
93,0,100,16,35,1.070962906,-58,-30
88,0,50,16,64,2.247266054,-24,22
72,0,50,16,36,1.764932156,-36,-144
85,0,5000,16,48,1.729655027,-37,-22
61,0.15,5000,16,47,2.447715044,-14,-54
125,0,5000,16,47,2.188535929,-78,17
107,0.15,5000,16,48,2.541546822,-59,-98
171,0,100,16,52,2.353129864,61,18
24,1,5000,16,64.5,2.518136978,40.5,-6.5
76,1,100,16,54.5,1.741723061,-21.5,14.5
105,0,100,16,64,1.082582951,-41,-62
152,1,5000,16,58,2.553421021,86,-11
22,0.15,100,16,42.5,2.541386843,20.5,27.5
61,0,50,16,51,1.400222063,-10,-78
152,0.15,50,16,43.5,2.541613102,71.5,40.5
56,0.15,50,16,51.5,1.588459969,-4.5,13.5
171,0.15,5000,16,63,1.270815134,72,-30
53,0,100,16,54,1.683032036,1,34
75,1,100,16,60,2.094345093,-15,-104
147,0.15,100,16,NaN,0,NaN,0
19,1,100,16,135,1.777105093,-64,126
78,1,5000,16,61,1.141620874,-17,-76
42,1,5000,16,55,1.518265009,13,54
111,0,100,16,7,1.411995173,76,-28
75,0.15,100,16,NaN,0,NaN,0
34,0,50,16,75,1.423979998,41,8
144,0,5000,16,59,2.541392803,-85,-80
140,1,100,16,57.5,2.270996094,-82.5,-117.5
21,0.15,5000,16,78,1.859043837,57,-24
146,0.15,100,16,63,1.471055984,-83,-24
121,1,50,16,66.5,1.964934111,-54.5,10.5
144,0.15,5000,16,67,2.41199398,-77,-110
141,1,50,16,55,2.506098986,-86,6
27,1,50,16,41,1.341403008,14,-128
142,0,50,16,NaN,0,NaN,0
135,1,100,16,NaN,0,NaN,0
23,0.15,50,16,49,1.658988953,26,-16
152,1,100,16,16,1.965059996,44,-26
59,0.15,5000,16,42,1.506092072,-17,-138
61,0,50,16,50,2.435914993,-11,-20
21,1,50,16,19,2.541405916,-2,-82
154,0,50,16,52,2.047261,78,22
8,0,50,16,178,1.482735872,-10,32
18,1,5000,16,58,1.588459969,40,24
148,0.15,100,16,NaN,0,NaN,0
54,0.15,5000,16,NaN,0,NaN,0
158,1,50,16,NaN,0,NaN,0
87,0,5000,16,NaN,0,NaN,0
111,0,100,16,33,1.788579941,-78,18
65,0.15,100,16,63,2.459361076,-2,-66
146,1,50,16,51,2.541412115,85,48
91,1,100,16,NaN,0,NaN,0
137,0,50,16,61,2.541473866,-76,-32
52,1,100,16,44,2.282804966,-8,24
126,0,5000,16,32,1.141382933,86,-132
93,0.15,100,16,39,0.870932817,-54,-22
81,0.15,50,16,NaN,0,NaN,0
14,0.15,100,16,NaN,0,NaN,0
78,0.15,5000,16,NaN,0,NaN,0
30,1,50,16,NaN,0,NaN,0
76,0.15,50,16,NaN,0,NaN,0
126,1,50,16,52.5,1.988440037,-73.5,-14.5
37,0,50,16,59.5,2.541396856,22.5,-79.5
3,0.15,100,16,35,2.424016953,32,-140
36,0.15,50,16,24,2.400465012,-12,-78
131,0.15,5000,16,NaN,0,NaN,0
152,1,100,16,NaN,0,NaN,0
75,0,100,16,61,2.141396999,-14,-116
100,0,5000,16,NaN,0,NaN,0
149,0,5000,16,39,1.906366825,70,-130
100,0.15,5000,16,59,0.941595078,-41,28
76,0,100,16,58,2.21203208,-18,-92
24,0.15,5000,16,85,2.541751146,61,20
144,0,100,16,50,0.976943016,86,8
98,0,5000,16,42,1.859045029,-56,-138
167,0.15,5000,16,66,2.482485056,79,-4
174,0.15,5000,16,53,0.929836035,59,-48
163,0,100,16,NaN,0,NaN,0
161,0,5000,16,102,2.541600943,-59,-44
29,0.15,5000,16,61.5,2.506463051,32.5,27.5
14,0,100,16,41,2.235743046,27,-30
170,1,100,16,NaN,0,NaN,0
49,1,5000,16,52,2.353178978,3,-74
150,0,50,16,NaN,0,NaN,0
93,1,50,16,41,2.035583973,-52,26
75,1,5000,16,NaN,0,NaN,0
12,1,100,16,NaN,0,NaN,0
9,0.15,50,16,NaN,0,NaN,0
174,0.15,50,16,NaN,0,NaN,0
97,1,5000,16,NaN,0,NaN,0
